date,product,unit_type,unit_measure,consumed,restocked,stock_balance,lead_time_days
2025-03-06,Brake Assembly,unit,units,19.87,0.0,233.04,21
2025-03-07,Brake Assembly,unit,units,22.95,0.0,210.09,21
2025-03-08,Brake Assembly,unit,units,11.76,467.4,665.73,21
2025-03-10,Brake Assembly,unit,units,21.04,0.0,644.69,21
2025-03-11,Brake Assembly,unit,units,23.13,0.0,621.56,21
2025-03-12,Brake Assembly,unit,units,18.51,0.0,603.05,21
2025-03-13,Brake Assembly,unit,units,24.7,0.0,578.35,21
2025-03-14,Brake Assembly,unit,units,19.39,0.0,558.96,21
2025-03-15,Brake Assembly,unit,units,10.77,0.0,548.19,21
2025-03-17,Brake Assembly,unit,units,17.88,0.0,530.31,21
2025-03-18,Brake Assembly,unit,units,21.97,0.0,508.34,21
2025-03-19,Brake Assembly,unit,units,22.44,0.0,485.9,21
2025-03-20,Brake Assembly,unit,units,15.99,0.0,469.91,21
2025-03-21,Brake Assembly,unit,units,20.98,0.0,448.93,21
2025-03-22,Brake Assembly,unit,units,9.93,0.0,439.0,21
2025-03-24,Brake Assembly,unit,units,22.0,0.0,417.0,21
2025-03-25,Brake Assembly,unit,units,17.78,0.0,399.22,21
2025-03-26,Brake Assembly,unit,units,25.04,0.0,374.18,21
2025-03-27,Brake Assembly,unit,units,20.69,0.0,353.49,21
2025-03-28,Brake Assembly,unit,units,20.36,0.0,333.13,21
2025-03-29,Brake Assembly,unit,units,9.54,0.0,323.59,21
2025-03-31,Brake Assembly,unit,units,23.12,0.0,300.47,21
2025-04-01,Brake Assembly,unit,units,22.73,0.0,277.74,21
2025-04-02,Brake Assembly,unit,units,17.07,0.0,260.67,21
2025-04-03,Brake Assembly,unit,units,18.6,0.0,242.07,21
2025-04-04,Brake Assembly,unit,units,21.43,0.0,220.64,21
2025-04-05,Brake Assembly,unit,units,10.29,0.0,210.35,21
2025-04-07,Brake Assembly,unit,units,18.04,0.0,659.71,21
2025-04-08,Brake Assembly,unit,units,20.09,0.0,639.62,21
2025-04-09,Brake Assembly,unit,units,21.55,0.0,618.07,21
2025-04-10,Brake Assembly,unit,units,17.84,0.0,600.23,21
2025-04-11,Brake Assembly,unit,units,20.65,0.0,579.58,21
2025-04-12,Brake Assembly,unit,units,10.86,0.0,568.72,21
2025-04-14,Brake Assembly,unit,units,19.78,0.0,548.94,21
2025-04-15,Brake Assembly,unit,units,18.35,0.0,530.59,21
2025-04-16,Brake Assembly,unit,units,20.76,0.0,509.83,21
2025-04-17,Brake Assembly,unit,units,18.7,0.0,491.13,21
2025-04-18,Brake Assembly,unit,units,24.3,0.0,466.83,21
2025-04-19,Brake Assembly,unit,units,8.82,0.0,458.01,21
2025-04-21,Brake Assembly,unit,units,20.24,0.0,437.77,21
2025-04-22,Brake Assembly,unit,units,22.34,0.0,415.43,21
2025-04-23,Brake Assembly,unit,units,18.72,0.0,396.71,21
2025-04-24,Brake Assembly,unit,units,17.19,0.0,379.52,21
2025-04-25,Brake Assembly,unit,units,17.44,0.0,362.08,21
2025-04-26,Brake Assembly,unit,units,8.97,0.0,353.11,21
2025-04-28,Brake Assembly,unit,units,18.53,0.0,334.58,21
2025-04-29,Brake Assembly,unit,units,19.77,0.0,314.81,21
2025-04-30,Brake Assembly,unit,units,19.8,0.0,295.01,21
2025-05-02,Brake Assembly,unit,units,19.67,0.0,275.34,21
2025-05-03,Brake Assembly,unit,units,9.63,0.0,265.71,21
2025-05-05,Brake Assembly,unit,units,15.44,0.0,250.27,21
2025-05-06,Brake Assembly,unit,units,20.48,0.0,229.79,21
2025-05-07,Brake Assembly,unit,units,17.1,0.0,212.69,21
2025-05-08,Brake Assembly,unit,units,15.4,467.4,664.69,21
2025-05-09,Brake Assembly,unit,units,19.14,0.0,645.55,21
2025-05-10,Brake Assembly,unit,units,9.07,0.0,636.48,21
2025-05-12,Brake Assembly,unit,units,17.26,0.0,619.22,21
2025-05-13,Brake Assembly,unit,units,17.47,0.0,601.75,21
2025-05-14,Brake Assembly,unit,units,20.09,0.0,581.66,21
2025-05-15,Brake Assembly,unit,units,18.36,0.0,563.3,21
2025-05-16,Brake Assembly,unit,units,18.08,0.0,545.22,21
2025-05-17,Brake Assembly,unit,units,9.4,0.0,535.82,21
2025-05-19,Brake Assembly,unit,units,16.0,0.0,519.82,21
2025-05-20,Brake Assembly,unit,units,18.55,0.0,501.27,21
2025-05-21,Brake Assembly,unit,units,17.94,0.0,483.33,21
2025-05-22,Brake Assembly,unit,units,19.89,0.0,463.44,21
2025-05-23,Brake Assembly,unit,units,18.6,0.0,444.84,21
2025-05-24,Brake Assembly,unit,units,10.94,0.0,433.9,21
2025-05-26,Brake Assembly,unit,units,19.49,0.0,414.41,21
2025-05-27,Brake Assembly,unit,units,18.74,0.0,395.67,21
2025-05-28,Brake Assembly,unit,units,17.24,0.0,378.43,21
2025-05-29,Brake Assembly,unit,units,16.36,0.0,362.07,21
2025-05-30,Brake Assembly,unit,units,16.65,0.0,345.42,21
2025-05-31,Brake Assembly,unit,units,10.84,0.0,334.58,21
2025-06-02,Brake Assembly,unit,units,17.94,0.0,316.64,21
2025-06-03,Brake Assembly,unit,units,16.39,0.0,300.25,21
2025-06-04,Brake Assembly,unit,units,19.18,0.0,281.07,21
2025-06-05,Brake Assembly,unit,units,13.51,0.0,267.56,21
2025-06-06,Brake Assembly,unit,units,15.5,0.0,252.06,21
2025-06-07,Brake Assembly,unit,units,8.33,0.0,243.73,21
2025-06-09,Brake Assembly,unit,units,12.57,0.0,231.16,21
2025-06-10,Brake Assembly,unit,units,19.76,0.0,211.4,21
2025-06-11,Brake Assembly,unit,units,19.5,467.4,659.3,21
2025-06-12,Brake Assembly,unit,units,16.14,0.0,643.16,21
2025-06-13,Brake Assembly,unit,units,17.08,0.0,626.08,21
2025-06-14,Brake Assembly,unit,units,8.34,0.0,617.74,21
2025-06-16,Brake Assembly,unit,units,19.22,0.0,598.52,21
2025-06-17,Brake Assembly,unit,units,18.51,0.0,580.01,21
2025-06-18,Brake Assembly,unit,units,17.09,0.0,562.92,21
2025-06-19,Brake Assembly,unit,units,21.18,0.0,541.74,21
2025-06-20,Brake Assembly,unit,units,15.39,0.0,526.35,21
2025-06-21,Brake Assembly,unit,units,8.17,0.0,518.18,21
2025-06-23,Brake Assembly,unit,units,17.88,0.0,500.3,21
2025-06-24,Brake Assembly,unit,units,17.63,0.0,482.67,21
2025-06-25,Brake Assembly,unit,units,18.18,0.0,464.49,21
2025-06-26,Brake Assembly,unit,units,16.91,0.0,447.58,21
2025-06-27,Brake Assembly,unit,units,18.86,0.0,428.72,21
2025-06-28,Brake Assembly,unit,units,9.32,0.0,419.4,21
2025-06-30,Brake Assembly,unit,units,18.63,0.0,400.77,21
2025-07-01,Brake Assembly,unit,units,16.42,0.0,384.35,21
2025-07-02,Brake Assembly,unit,units,17.77,0.0,366.58,21
2025-07-03,Brake Assembly,unit,units,15.05,0.0,351.53,21
2025-07-04,Brake Assembly,unit,units,18.57,0.0,332.96,21
2025-07-05,Brake Assembly,unit,units,8.35,0.0,324.61,21
2025-07-07,Brake Assembly,unit,units,17.04,0.0,307.57,21
2025-07-08,Brake Assembly,unit,units,13.69,0.0,293.88,21
2025-07-09,Brake Assembly,unit,units,13.74,0.0,280.14,21
2025-07-10,Brake Assembly,unit,units,13.97,0.0,266.17,21
2025-07-11,Brake Assembly,unit,units,18.28,0.0,247.89,21
2025-07-12,Brake Assembly,unit,units,7.71,0.0,240.18,21
2025-07-14,Brake Assembly,unit,units,14.59,0.0,225.59,21
2025-07-15,Brake Assembly,unit,units,16.29,0.0,209.3,21
2025-07-16,Brake Assembly,unit,units,11.98,467.4,664.72,21
2025-07-17,Brake Assembly,unit,units,20.32,0.0,644.4,21
2025-07-18,Brake Assembly,unit,units,18.62,0.0,625.78,21
2025-07-19,Brake Assembly,unit,units,7.95,0.0,617.83,21
2025-07-21,Brake Assembly,unit,units,15.64,0.0,602.19,21
2025-07-22,Brake Assembly,unit,units,16.92,0.0,585.27,21
2025-07-23,Brake Assembly,unit,units,16.69,0.0,568.58,21
2025-07-24,Brake Assembly,unit,units,16.53,0.0,552.05,21
2025-07-25,Brake Assembly,unit,units,15.85,0.0,536.2,21
2025-07-26,Brake Assembly,unit,units,8.51,0.0,527.69,21
2025-07-28,Brake Assembly,unit,units,16.38,0.0,511.31,21
2025-07-29,Brake Assembly,unit,units,15.39,0.0,495.92,21
2025-07-30,Brake Assembly,unit,units,15.08,0.0,480.84,21
2025-07-31,Brake Assembly,unit,units,17.72,0.0,463.12,21
2025-08-01,Brake Assembly,unit,units,16.72,0.0,446.4,21
2025-08-02,Brake Assembly,unit,units,8.24,0.0,438.16,21
2025-08-04,Brake Assembly,unit,units,15.29,0.0,422.87,21
2025-08-05,Brake Assembly,unit,units,15.82,0.0,407.05,21
2025-08-06,Brake Assembly,unit,units,16.3,0.0,390.75,21
2025-08-07,Brake Assembly,unit,units,16.2,0.0,374.55,21
2025-08-08,Brake Assembly,unit,units,17.16,0.0,357.39,21
2025-08-09,Brake Assembly,unit,units,8.44,0.0,348.95,21
2025-08-11,Brake Assembly,unit,units,16.44,0.0,332.51,21
2025-08-12,Brake Assembly,unit,units,16.17,0.0,316.34,21
2025-08-13,Brake Assembly,unit,units,16.3,0.0,300.04,21
2025-08-14,Brake Assembly,unit,units,18.33,0.0,281.71,21
2025-08-16,Brake Assembly,unit,units,8.23,0.0,273.48,21
2025-08-18,Brake Assembly,unit,units,19.66,0.0,253.82,21
2025-08-19,Brake Assembly,unit,units,18.44,0.0,235.38,21
2025-08-20,Brake Assembly,unit,units,14.91,0.0,220.47,21
2025-08-21,Brake Assembly,unit,units,14.88,0.0,205.59,21
2025-08-22,Brake Assembly,unit,units,20.26,467.4,652.73,21
2025-08-23,Brake Assembly,unit,units,7.46,0.0,645.27,21
2025-08-25,Brake Assembly,unit,units,12.83,0.0,632.44,21
2025-08-26,Brake Assembly,unit,units,18.38,0.0,614.06,21
2025-08-27,Brake Assembly,unit,units,20.09,0.0,593.97,21
2025-08-28,Brake Assembly,unit,units,16.15,0.0,577.82,21
2025-08-29,Brake Assembly,unit,units,17.13,0.0,560.69,21
2025-08-30,Brake Assembly,unit,units,7.95,0.0,552.74,21
2025-09-01,Brake Assembly,unit,units,21.33,0.0,531.41,21
2025-09-02,Brake Assembly,unit,units,21.51,0.0,509.9,21
2025-09-03,Brake Assembly,unit,units,12.94,0.0,496.96,21
2025-09-04,Brake Assembly,unit,units,20.4,0.0,476.56,21
2025-09-05,Brake Assembly,unit,units,17.48,0.0,459.08,21
2025-09-06,Brake Assembly,unit,units,10.79,0.0,448.29,21
2025-09-08,Brake Assembly,unit,units,16.98,0.0,431.31,21
2025-09-09,Brake Assembly,unit,units,19.98,0.0,411.33,21
2025-09-10,Brake Assembly,unit,units,19.04,0.0,392.29,21
2025-09-11,Brake Assembly,unit,units,18.02,0.0,374.27,21
2025-09-12,Brake Assembly,unit,units,16.72,0.0,357.55,21
2025-09-13,Brake Assembly,unit,units,8.38,0.0,349.17,21
2025-09-15,Brake Assembly,unit,units,18.47,0.0,330.7,21
2025-09-16,Brake Assembly,unit,units,18.14,0.0,312.56,21
2025-09-17,Brake Assembly,unit,units,23.03,0.0,289.53,21
2025-09-18,Brake Assembly,unit,units,19.08,0.0,270.45,21
2025-09-19,Brake Assembly,unit,units,20.65,0.0,249.8,21
2025-09-20,Brake Assembly,unit,units,8.71,0.0,241.09,21
2025-09-22,Brake Assembly,unit,units,17.51,0.0,223.58,21
2025-09-23,Brake Assembly,unit,units,17.9,0.0,205.68,21
2025-09-24,Brake Assembly,unit,units,20.02,467.4,653.06,21
2025-09-25,Brake Assembly,unit,units,18.42,0.0,634.64,21
2025-09-26,Brake Assembly,unit,units,17.74,0.0,616.9,21
2025-09-27,Brake Assembly,unit,units,10.05,0.0,606.85,21
2025-09-29,Brake Assembly,unit,units,18.11,0.0,588.74,21
2025-09-30,Brake Assembly,unit,units,18.19,0.0,570.55,21
2025-10-01,Brake Assembly,unit,units,20.42,0.0,550.13,21
2025-10-03,Brake Assembly,unit,units,22.26,0.0,527.87,21
2025-10-04,Brake Assembly,unit,units,10.89,0.0,516.98,21
2025-10-06,Brake Assembly,unit,units,21.26,0.0,495.72,21
2025-10-07,Brake Assembly,unit,units,24.33,0.0,471.39,21
2025-10-08,Brake Assembly,unit,units,22.74,0.0,448.65,21
2025-10-09,Brake Assembly,unit,units,24.2,0.0,424.45,21
2025-10-10,Brake Assembly,unit,units,26.58,0.0,397.87,21
2025-10-11,Brake Assembly,unit,units,13.01,0.0,384.86,21
2025-10-13,Brake Assembly,unit,units,19.32,0.0,365.54,21
2025-10-14,Brake Assembly,unit,units,23.87,0.0,341.67,21
2025-10-15,Brake Assembly,unit,units,21.76,0.0,319.91,21
2025-10-16,Brake Assembly,unit,units,23.23,0.0,296.68,21
2025-10-17,Brake Assembly,unit,units,25.92,0.0,270.76,21
2025-10-18,Brake Assembly,unit,units,12.18,0.0,258.58,21
2025-10-20,Brake Assembly,unit,units,23.22,0.0,235.36,21
2025-10-21,Brake Assembly,unit,units,23.16,0.0,212.2,21
2025-10-22,Brake Assembly,unit,units,23.61,467.4,655.99,21
2025-10-23,Brake Assembly,unit,units,20.14,0.0,635.85,21
2025-10-25,Brake Assembly,unit,units,11.62,0.0,624.23,21
2025-10-27,Brake Assembly,unit,units,26.27,0.0,597.96,21
2025-10-28,Brake Assembly,unit,units,21.76,0.0,576.2,21
2025-10-29,Brake Assembly,unit,units,23.59,0.0,552.61,21
2025-10-30,Brake Assembly,unit,units,26.37,0.0,526.24,21
2025-10-31,Brake Assembly,unit,units,28.23,0.0,498.01,21
2025-11-01,Brake Assembly,unit,units,10.24,0.0,487.77,21
2025-11-03,Brake Assembly,unit,units,25.01,0.0,462.76,21
2025-11-04,Brake Assembly,unit,units,23.46,0.0,439.3,21
2025-11-05,Brake Assembly,unit,units,24.18,0.0,415.12,21
2025-11-06,Brake Assembly,unit,units,29.36,0.0,385.76,21
2025-11-07,Brake Assembly,unit,units,26.05,0.0,359.71,21
2025-11-08,Brake Assembly,unit,units,12.89,0.0,346.82,21
2025-11-10,Brake Assembly,unit,units,23.57,0.0,323.25,21
2025-11-11,Brake Assembly,unit,units,29.27,0.0,293.98,21
2025-11-12,Brake Assembly,unit,units,24.33,0.0,269.65,21
2025-11-13,Brake Assembly,unit,units,25.31,0.0,244.34,21
2025-11-14,Brake Assembly,unit,units,27.01,0.0,217.33,21
2025-11-15,Brake Assembly,unit,units,12.51,467.4,672.22,21
2025-11-17,Brake Assembly,unit,units,26.45,0.0,645.77,21
2025-11-18,Brake Assembly,unit,units,25.5,0.0,620.27,21
2025-11-19,Brake Assembly,unit,units,25.43,0.0,594.84,21
2025-11-20,Brake Assembly,unit,units,22.69,0.0,572.15,21
2025-11-21,Brake Assembly,unit,units,25.32,0.0,546.83,21
2025-11-22,Brake Assembly,unit,units,16.15,0.0,530.68,21
2025-11-24,Brake Assembly,unit,units,24.88,0.0,505.8,21
2025-11-25,Brake Assembly,unit,units,24.69,0.0,481.11,21
2025-11-26,Brake Assembly,unit,units,26.41,0.0,454.7,21
2025-11-27,Brake Assembly,unit,units,26.16,0.0,428.54,21
2025-11-28,Brake Assembly,unit,units,23.45,0.0,405.09,21
2025-11-29,Brake Assembly,unit,units,12.14,0.0,392.95,21
2025-12-01,Brake Assembly,unit,units,22.45,0.0,370.5,21
2025-12-02,Brake Assembly,unit,units,24.24,0.0,346.26,21
2025-12-03,Brake Assembly,unit,units,20.68,0.0,325.58,21
2025-12-04,Brake Assembly,unit,units,25.23,0.0,300.35,21
2025-12-05,Brake Assembly,unit,units,23.37,0.0,276.98,21
2025-12-06,Brake Assembly,unit,units,12.29,0.0,264.69,21
2025-12-08,Brake Assembly,unit,units,24.02,0.0,240.67,21
2025-12-09,Brake Assembly,unit,units,24.49,0.0,216.18,21
2025-12-10,Brake Assembly,unit,units,21.11,467.4,662.47,21
2025-12-11,Brake Assembly,unit,units,26.4,0.0,636.07,21
2025-12-12,Brake Assembly,unit,units,25.03,0.0,611.04,21
2025-12-13,Brake Assembly,unit,units,10.91,0.0,600.13,21
2025-12-15,Brake Assembly,unit,units,22.3,0.0,577.83,21
2025-12-16,Brake Assembly,unit,units,18.66,0.0,559.17,21
2025-12-17,Brake Assembly,unit,units,23.68,0.0,535.49,21
2025-12-18,Brake Assembly,unit,units,23.72,0.0,511.77,21
2025-12-19,Brake Assembly,unit,units,25.36,0.0,486.41,21
2025-12-20,Brake Assembly,unit,units,8.03,0.0,478.38,21
2025-12-22,Brake Assembly,unit,units,17.25,0.0,461.13,21
2025-12-23,Brake Assembly,unit,units,26.67,0.0,434.46,21
2025-12-24,Brake Assembly,unit,units,26.54,0.0,407.92,21
2025-12-27,Brake Assembly,unit,units,12.38,0.0,395.54,21
2025-12-29,Brake Assembly,unit,units,20.64,0.0,374.9,21
2025-12-30,Brake Assembly,unit,units,23.94,0.0,350.96,21
2025-12-31,Brake Assembly,unit,units,28.89,0.0,322.07,21
2025-01-02,Powder Coat Paint,liquid,L,10.63,0.0,189.37,7
2025-01-03,Powder Coat Paint,liquid,L,10.46,0.0,178.91,7
2025-01-04,Powder Coat Paint,liquid,L,4.59,0.0,174.32,7
2025-01-06,Powder Coat Paint,liquid,L,8.51,0.0,165.81,7
2025-01-07,Powder Coat Paint,liquid,L,9.02,0.0,156.79,7
2025-01-08,Powder Coat Paint,liquid,L,9.79,0.0,147.0,7
2025-01-09,Powder Coat Paint,liquid,L,6.57,0.0,140.43,7
2025-01-10,Powder Coat Paint,liquid,L,6.98,0.0,133.45,7
2025-01-11,Powder Coat Paint,liquid,L,4.58,0.0,128.87,7
2025-01-13,Powder Coat Paint,liquid,L,8.86,0.0,120.01,7
2025-01-14,Powder Coat Paint,liquid,L,9.8,0.0,110.21,7
2025-01-15,Powder Coat Paint,liquid,L,9.4,0.0,100.81,7
2025-01-16,Powder Coat Paint,liquid,L,7.39,0.0,93.42,7
2025-01-17,Powder Coat Paint,liquid,L,8.83,0.0,84.59,7
2025-01-18,Powder Coat Paint,liquid,L,4.89,0.0,79.7,7
2025-01-20,Powder Coat Paint,liquid,L,10.94,0.0,68.76,7
2025-01-21,Powder Coat Paint,liquid,L,9.12,0.0,59.64,7
2025-01-22,Powder Coat Paint,liquid,L,8.71,155.82,206.75,7
2025-01-23,Powder Coat Paint,liquid,L,8.63,0.0,198.12,7
2025-01-24,Powder Coat Paint,liquid,L,7.76,0.0,190.36,7
2025-01-25,Powder Coat Paint,liquid,L,4.13,0.0,186.23,7
2025-01-27,Powder Coat Paint,liquid,L,10.12,0.0,176.11,7
2025-01-28,Powder Coat Paint,liquid,L,7.16,0.0,168.95,7
2025-01-29,Powder Coat Paint,liquid,L,7.71,0.0,161.24,7
2025-01-30,Powder Coat Paint,liquid,L,10.31,0.0,150.93,7
2025-01-31,Powder Coat Paint,liquid,L,8.3,0.0,142.63,7
2025-02-01,Powder Coat Paint,liquid,L,4.04,0.0,138.59,7
2025-02-03,Powder Coat Paint,liquid,L,7.03,0.0,131.56,7
2025-02-04,Powder Coat Paint,liquid,L,8.58,0.0,122.98,7
2025-02-05,Powder Coat Paint,liquid,L,8.52,0.0,114.46,7
2025-02-06,Powder Coat Paint,liquid,L,9.51,0.0,104.95,7
2025-02-07,Powder Coat Paint,liquid,L,9.25,0.0,95.7,7
2025-02-08,Powder Coat Paint,liquid,L,3.91,0.0,91.79,7
2025-02-10,Powder Coat Paint,liquid,L,8.56,0.0,83.23,7
2025-02-11,Powder Coat Paint,liquid,L,7.26,0.0,75.97,7
2025-02-12,Powder Coat Paint,liquid,L,8.77,0.0,67.2,7
2025-02-13,Powder Coat Paint,liquid,L,10.14,0.0,57.06,7
2025-02-14,Powder Coat Paint,liquid,L,8.48,155.82,204.4,7
2025-02-15,Powder Coat Paint,liquid,L,4.5,0.0,199.9,7
2025-02-17,Powder Coat Paint,liquid,L,9.85,0.0,190.05,7
2025-02-18,Powder Coat Paint,liquid,L,10.19,0.0,179.86,7
2025-02-19,Powder Coat Paint,liquid,L,8.1,0.0,171.76,7
2025-02-20,Powder Coat Paint,liquid,L,8.36,0.0,163.4,7
2025-02-21,Powder Coat Paint,liquid,L,7.52,0.0,155.88,7
2025-02-22,Powder Coat Paint,liquid,L,4.58,0.0,151.3,7
2025-02-24,Powder Coat Paint,liquid,L,7.27,0.0,144.03,7
2025-02-25,Powder Coat Paint,liquid,L,8.71,0.0,135.32,7
2025-02-26,Powder Coat Paint,liquid,L,8.71,0.0,126.61,7
2025-02-27,Powder Coat Paint,liquid,L,6.6,0.0,120.01,7
2025-02-28,Powder Coat Paint,liquid,L,8.5,0.0,111.51,7
2025-03-01,Powder Coat Paint,liquid,L,4.13,0.0,107.38,7
2025-03-03,Powder Coat Paint,liquid,L,9.35,0.0,98.03,7
2025-03-04,Powder Coat Paint,liquid,L,9.67,0.0,88.36,7
2025-03-05,Powder Coat Paint,liquid,L,9.07,0.0,79.29,7
2025-03-06,Powder Coat Paint,liquid,L,8.08,0.0,71.21,7
2025-03-07,Powder Coat Paint,liquid,L,8.73,0.0,62.48,7
2025-03-08,Powder Coat Paint,liquid,L,5.2,0.0,57.28,7
2025-03-10,Powder Coat Paint,liquid,L,8.23,0.0,204.87,7
2025-03-11,Powder Coat Paint,liquid,L,8.73,0.0,196.14,7
2025-03-12,Powder Coat Paint,liquid,L,6.64,0.0,189.5,7
2025-03-13,Powder Coat Paint,liquid,L,10.14,0.0,179.36,7
2025-03-14,Powder Coat Paint,liquid,L,7.53,0.0,171.83,7
2025-03-15,Powder Coat Paint,liquid,L,3.77,0.0,168.06,7
2025-03-17,Powder Coat Paint,liquid,L,7.79,0.0,160.27,7
2025-03-18,Powder Coat Paint,liquid,L,9.2,0.0,151.07,7
2025-03-19,Powder Coat Paint,liquid,L,9.87,0.0,141.2,7
2025-03-20,Powder Coat Paint,liquid,L,6.3,0.0,134.9,7
2025-03-21,Powder Coat Paint,liquid,L,7.35,0.0,127.55,7
2025-03-22,Powder Coat Paint,liquid,L,4.04,0.0,123.51,7
2025-03-24,Powder Coat Paint,liquid,L,8.38,0.0,115.13,7
2025-03-25,Powder Coat Paint,liquid,L,6.25,0.0,108.88,7
2025-03-26,Powder Coat Paint,liquid,L,9.41,0.0,99.47,7
2025-03-27,Powder Coat Paint,liquid,L,8.37,0.0,91.1,7
2025-03-28,Powder Coat Paint,liquid,L,7.94,0.0,83.16,7
2025-03-29,Powder Coat Paint,liquid,L,3.8,0.0,79.36,7
2025-03-31,Powder Coat Paint,liquid,L,10.03,0.0,69.33,7
2025-04-01,Powder Coat Paint,liquid,L,9.54,0.0,59.79,7
2025-04-02,Powder Coat Paint,liquid,L,7.48,155.82,208.13,7
2025-04-03,Powder Coat Paint,liquid,L,6.15,0.0,201.98,7
2025-04-04,Powder Coat Paint,liquid,L,7.76,0.0,194.22,7
2025-04-05,Powder Coat Paint,liquid,L,4.58,0.0,189.64,7
2025-04-07,Powder Coat Paint,liquid,L,6.61,0.0,183.03,7
2025-04-08,Powder Coat Paint,liquid,L,7.35,0.0,175.68,7
2025-04-09,Powder Coat Paint,liquid,L,8.43,0.0,167.25,7
2025-04-10,Powder Coat Paint,liquid,L,7.63,0.0,159.62,7
2025-04-11,Powder Coat Paint,liquid,L,7.04,0.0,152.58,7
2025-04-12,Powder Coat Paint,liquid,L,4.69,0.0,147.89,7
2025-04-14,Powder Coat Paint,liquid,L,8.67,0.0,139.22,7
2025-04-15,Powder Coat Paint,liquid,L,6.4,0.0,132.82,7
2025-04-16,Powder Coat Paint,liquid,L,8.72,0.0,124.1,7
2025-04-17,Powder Coat Paint,liquid,L,8.14,0.0,115.96,7
2025-04-18,Powder Coat Paint,liquid,L,9.84,0.0,106.12,7
2025-04-19,Powder Coat Paint,liquid,L,3.84,0.0,102.28,7
2025-04-21,Powder Coat Paint,liquid,L,8.03,0.0,94.25,7
2025-04-22,Powder Coat Paint,liquid,L,8.65,0.0,85.6,7
2025-04-23,Powder Coat Paint,liquid,L,7.16,0.0,78.44,7
2025-04-24,Powder Coat Paint,liquid,L,7.25,0.0,71.19,7
2025-04-25,Powder Coat Paint,liquid,L,6.81,0.0,64.38,7
2025-04-26,Powder Coat Paint,liquid,L,3.29,0.0,61.09,7
2025-04-28,Powder Coat Paint,liquid,L,6.73,0.0,210.18,7
2025-04-29,Powder Coat Paint,liquid,L,7.62,0.0,202.56,7
2025-04-30,Powder Coat Paint,liquid,L,8.27,0.0,194.29,7
2025-05-02,Powder Coat Paint,liquid,L,7.85,0.0,186.44,7
2025-05-03,Powder Coat Paint,liquid,L,3.49,0.0,182.95,7
2025-05-05,Powder Coat Paint,liquid,L,6.2,0.0,176.75,7
2025-05-06,Powder Coat Paint,liquid,L,7.97,0.0,168.78,7
2025-05-07,Powder Coat Paint,liquid,L,6.75,0.0,162.03,7
2025-05-08,Powder Coat Paint,liquid,L,5.95,0.0,156.08,7
2025-05-09,Powder Coat Paint,liquid,L,8.32,0.0,147.76,7
2025-05-10,Powder Coat Paint,liquid,L,3.57,0.0,144.19,7
2025-05-12,Powder Coat Paint,liquid,L,6.45,0.0,137.74,7
2025-05-13,Powder Coat Paint,liquid,L,7.33,0.0,130.41,7
2025-05-14,Powder Coat Paint,liquid,L,8.55,0.0,121.86,7
2025-05-15,Powder Coat Paint,liquid,L,7.79,0.0,114.07,7
2025-05-16,Powder Coat Paint,liquid,L,7.09,0.0,106.98,7
2025-05-17,Powder Coat Paint,liquid,L,3.95,0.0,103.03,7
2025-05-19,Powder Coat Paint,liquid,L,5.89,0.0,97.14,7
2025-05-20,Powder Coat Paint,liquid,L,7.88,0.0,89.26,7
2025-05-21,Powder Coat Paint,liquid,L,7.02,0.0,82.24,7
2025-05-22,Powder Coat Paint,liquid,L,7.11,0.0,75.13,7
2025-05-23,Powder Coat Paint,liquid,L,6.24,0.0,68.89,7
2025-05-24,Powder Coat Paint,liquid,L,4.04,0.0,64.85,7
2025-05-26,Powder Coat Paint,liquid,L,7.5,0.0,57.35,7
2025-05-27,Powder Coat Paint,liquid,L,7.44,155.82,205.73,7
2025-05-28,Powder Coat Paint,liquid,L,6.79,0.0,198.94,7
2025-05-29,Powder Coat Paint,liquid,L,6.98,0.0,191.96,7
2025-05-30,Powder Coat Paint,liquid,L,5.93,0.0,186.03,7
2025-05-31,Powder Coat Paint,liquid,L,4.19,0.0,181.84,7
2025-06-02,Powder Coat Paint,liquid,L,6.95,0.0,174.89,7
2025-06-03,Powder Coat Paint,liquid,L,5.99,0.0,168.9,7
2025-06-04,Powder Coat Paint,liquid,L,6.94,0.0,161.96,7
2025-06-05,Powder Coat Paint,liquid,L,5.01,0.0,156.95,7
2025-06-06,Powder Coat Paint,liquid,L,5.92,0.0,151.03,7
2025-06-07,Powder Coat Paint,liquid,L,3.19,0.0,147.84,7
2025-06-09,Powder Coat Paint,liquid,L,4.55,0.0,143.29,7
2025-06-10,Powder Coat Paint,liquid,L,7.92,0.0,135.37,7
2025-06-11,Powder Coat Paint,liquid,L,8.19,0.0,127.18,7
2025-06-12,Powder Coat Paint,liquid,L,6.11,0.0,121.07,7
2025-06-13,Powder Coat Paint,liquid,L,6.79,0.0,114.28,7
2025-06-14,Powder Coat Paint,liquid,L,2.9,0.0,111.38,7
2025-06-16,Powder Coat Paint,liquid,L,6.33,0.0,105.05,7
2025-06-17,Powder Coat Paint,liquid,L,6.99,0.0,98.06,7
2025-06-18,Powder Coat Paint,liquid,L,6.69,0.0,91.37,7
2025-06-19,Powder Coat Paint,liquid,L,9.06,0.0,82.31,7
2025-06-20,Powder Coat Paint,liquid,L,5.82,0.0,76.49,7
